Annotation Cluster 1	Enrichment Score: 10.663537889885678
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
PIR_SUPERFAMILY	PIRSF001135:trypsin	6	3.076923076923077	0.0010000669112536478	FBGN0025383, FBGN0010357, FBGN0011554, FBGN0003863, FBGN0038431, FBGN0029827	35	61	2596	7.295550351288056	0.024703920494549503	0.012429202788250437	0.8084964901012626
UP_SEQ_FEATURE	site:Required for specificity	3	1.5384615384615385	0.0036021024539863583	FBGN0010357, FBGN0011554, FBGN0003863	36	8	2975	30.989583333333332	0.2850912201988647	0.08047687092193756	3.873499937343383
UP_SEQ_FEATURE	propeptide:Activation peptide	3	1.5384615384615385	0.006920386937234457	FBGN0010357, FBGN0011554, FBGN0003863	36	11	2975	22.537878787878785	0.47577446645149746	0.12117250848547112	7.320621178995501
SP_PIR_KEYWORDS	zymogen	4	2.051282051282051	0.007726518916161467	FBGN0028381, FBGN0010357, FBGN0011554, FBGN0003863	191	28	12980	9.708302169035155	0.4946853801804749	0.047585831786839394	8.058295646407243
UP_SEQ_FEATURE	domain:Peptidase S1	3	1.5384615384615385	0.012827684516231647	FBGN0010357, FBGN0011554, FBGN0003863	36	15	2975	16.527777777777775	0.699014227205457	0.18136370687427894	13.180536125353616
KEGG_PATHWAY	dme04080:Neuroactive ligand-receptor interaction	3	1.5384615384615385	0.029149649673801566	FBGN0010357, FBGN0011554, FBGN0003863	17	35	2054	10.356302521008404	0.21074319823887766	0.05744959727149768	14.951939392591084
UP_SEQ_FEATURE	active site:Charge relay system	3	1.5384615384615385	0.050529982586527876	FBGN0010357, FBGN0011554, FBGN0003863	36	31	2975	7.997311827956988	0.9919507258657764	0.49786280948794814	43.31392363828205

Annotation Cluster 8	Enrichment Score: 1.6935090694708592
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006026~aminoglycan catabolic process	4	2.051282051282051	0.00534469092966281	FBGN0034580, FBGN0022700, FBGN0050293, FBGN0043575	90	32	7937	11.023611111111112	0.7477335467467423	0.0778209222746653	6.753275706710804
GOTERM_BP_FAT	GO:0000272~polysaccharide catabolic process	4	2.051282051282051	0.005832007303656238	FBGN0034580, FBGN0022700, FBGN0050293, FBGN0043575	90	33	7937	10.68956228956229	0.7775857236153333	0.08011982553792252	7.347587237177988
KEGG_PATHWAY	dme00520:Amino sugar and nucleotide sugar metabolism	4	2.051282051282051	0.006792238747119332	FBGN0029091, FBGN0034580, FBGN0022700, FBGN0050293	17	52	2054	9.294117647058824	0.05306354356363685	0.02689339924324674	3.662390191900211
GOTERM_BP_FAT	GO:0006032~chitin catabolic process	3	1.5384615384615385	0.01692968368007039	FBGN0034580, FBGN0022700, FBGN0050293	90	18	7937	14.698148148148148	0.9875766766645719	0.20622626285204326	19.97085009581433
GOTERM_MF_FAT	GO:0004568~chitinase activity	3	1.5384615384615385	0.018869637399688922	FBGN0034580, FBGN0022700, FBGN0050293	90	19	7918	13.891228070175439	0.934397503806896	0.20308861680589696	20.196754330582202
INTERPRO	IPR001223:Glycoside hydrolase, family 18, catalytic domain	3	1.5384615384615385	0.019922350713881008	FBGN0034580, FBGN0022700, FBGN0050293	133	17	10196	13.528527200353825	0.9600352010492509	0.19317655647280707	21.57195113039051
INTERPRO	IPR011583:Chitinase II	3	1.5384615384615385	0.019922350713881008	FBGN0034580, FBGN0022700, FBGN0050293	133	17	10196	13.528527200353825	0.9600352010492509	0.19317655647280707	21.57195113039051
SMART	SM00636:Glyco_18	3	1.5384615384615385	0.032908085764929845	FBGN0034580, FBGN0022700, FBGN0050293	83	17	4824	10.256555634301913	0.7854558872707638	0.19739405614749728	27.1140239441504
GOTERM_BP_FAT	GO:0016052~carbohydrate catabolic process	4	2.051282051282051	0.06600728115956886	FBGN0034580, FBGN0022700, FBGN0050293, FBGN0043575	90	83	7937	4.250066934404284	0.9999999761066478	0.5841718805424958	58.973909883683504
GOTERM_BP_FAT	GO:0009057~macromolecule catabolic process	6	3.076923076923077	0.19914420868761162	FBGN0039038, FBGN0034580, FBGN0037236, FBGN0022700, FBGN0050293, FBGN0043575	90	277	7937	1.910228640192539	1.0	0.9339780132965471	94.48384868524813

Annotation Cluster 9	Enrichment Score: 0.948116415820393
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0004180~carboxypeptidase activity	3	1.5384615384615385	0.09067031533476477	FBGN0033774, FBGN0051821, FBGN0051823	90	45	7918	5.865185185185185	0.9999987492925989	0.5959109817368871	67.55539778432889
GOTERM_MF_FAT	GO:0008238~exopeptidase activity	4	2.051282051282051	0.11647822816421256	FBGN0033774, FBGN0051821, FBGN0051823, FBGN0259237	90	106	7918	3.319916142557652	0.9999999796264085	0.6693894373869678	76.92945536107324
SP_PIR_KEYWORDS	carboxypeptidase	3	1.5384615384615385	0.13550049157352437	FBGN0033774, FBGN0051821, FBGN0051823	191	44	12980	4.633507853403141	0.9999972754294492	0.47305546724283043	79.34325589669162

Annotation Cluster 10	Enrichment Score: 0.9036629510683024
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0008378~galactosyltransferase activity	3	1.5384615384615385	0.0293741087605158	FBGN0030984, FBGN0085480, FBGN0085481	90	24	7918	10.997222222222222	0.98592599587119	0.2796051651513477	29.748277691280244
SP_PIR_KEYWORDS	glycosyltransferase	6	3.076923076923077	0.06791571805120458	FBGN0030984, FBGN0029091, FBGN0085480, FBGN0085481, FBGN0051956, FBGN0039596	191	149	12980	2.736568396640781	0.9979485722516743	0.3207908715709501	53.317816678428606
SP_PIR_KEYWORDS	transferase	8	4.102564102564102	0.9751606126323449	FBGN0031033, FBGN0030984, FBGN0029091, FBGN0085480, FBGN0085481, FBGN0051956, FBGN0039596, FBGN0031034	191	873	12980	0.6227547783115334	1.0	0.9999963002776483	100.0

Annotation Cluster 11	Enrichment Score: 0.5641544275039226
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR003591:Leucine-rich repeat, typical subtype	3	1.5384615384615385	0.19146330979697024	FBGN0032235, FBGN0028518, FBGN0035043	133	62	10196	3.7094348775163715	0.9999999999999983	0.8329930333247865	92.31780409748454
SMART	SM00369:LRR_TYP	3	1.5384615384615385	0.2843053508043363	FBGN0032235, FBGN0028518, FBGN0035043	83	62	4824	2.8122813835989113	0.9999997922804215	0.8190754535784219	95.76440256596086
INTERPRO	IPR001611:Leucine-rich repeat	3	1.5384615384615385	0.3158481107333534	FBGN0032235, FBGN0028518, FBGN0035043	133	88	10196	2.613465481886535	1.0	0.9520023201374725	98.97791586033138
SP_PIR_KEYWORDS	leucine-rich repeat	3	1.5384615384615385	0.32213166017019235	FBGN0032235, FBGN0028518, FBGN0035043	191	79	12980	2.5806879183511167	0.9999999999999987	0.8039266308629832	98.51735866402656

Annotation Cluster 12	Enrichment Score: 0.4092941993904621
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0043169~cation binding	26	13.333333333333334	0.11724003935170813	FBGN0036831, FBGN0038391, FBGN0033027, FBGN0036833, FBGN0050360, FBGN0053346, FBGN0034580, FBGN0039596, FBGN0002569, FBGN0033296, FBGN0043575, FBGN0052557, FBGN0053099, FBGN0033774, FBGN0039038, FBGN0259237, FBGN0051956, FBGN0010423, FBGN0000079, FBGN0028950, FBGN0000078, FBGN0022700, FBGN0050293, FBGN0032116, FBGN0259140, FBGN0002570	90	1764	7918	1.2967246157722347	0.9999999819907507	0.6496993701545336	77.16394076723894
GOTERM_MF_FAT	GO:0043167~ion binding	26	13.333333333333334	0.12197005565437197	FBGN0036831, FBGN0038391, FBGN0033027, FBGN0036833, FBGN0050360, FBGN0053346, FBGN0034580, FBGN0039596, FBGN0002569, FBGN0033296, FBGN0043575, FBGN0052557, FBGN0053099, FBGN0033774, FBGN0039038, FBGN0259237, FBGN0051956, FBGN0010423, FBGN0000079, FBGN0028950, FBGN0000078, FBGN0022700, FBGN0050293, FBGN0032116, FBGN0259140, FBGN0002570	90	1772	7918	1.2908703285678453	0.9999999916471668	0.644194227689868	78.57167641201974
GOTERM_MF_FAT	GO:0046872~metal ion binding	19	9.743589743589745	0.6732774126273231	FBGN0036831, FBGN0033027, FBGN0038391, FBGN0036833, FBGN0053346, FBGN0039596, FBGN0043575, FBGN0052557, FBGN0053099, FBGN0033774, FBGN0039038, FBGN0259237, FBGN0051956, FBGN0010423, FBGN0000079, FBGN0000078, FBGN0028950, FBGN0259140, FBGN0032116	90	1718	7918	0.9729789160522572	1.0	0.9983361859271045	99.99982360511575
GOTERM_MF_FAT	GO:0046914~transition metal ion binding	11	5.641025641025641	0.9537116702056921	FBGN0053099, FBGN0039038, FBGN0033774, FBGN0038391, FBGN0259237, FBGN0051956, FBGN0028950, FBGN0039596, FBGN0043575, FBGN0032116, FBGN0052557	90	1354	7918	0.7147382241916953	1.0	0.9999998471123668	99.99999999999999
SP_PIR_KEYWORDS	metal-binding	7	3.5897435897435894	0.9785627586976473	FBGN0038391, FBGN0000079, FBGN0000078, FBGN0028950, FBGN0043575, FBGN0032116, FBGN0052557	191	796	12980	0.5976216159330684	1.0	0.9999963621333644	100.0

Annotation Cluster 13	Enrichment Score: 0.27368399800885596
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	glycoprotein	11	5.641025641025641	0.10628565294548284	FBGN0000071, FBGN0010388, FBGN0051004, FBGN0051956, FBGN0004842, FBGN0041579, FBGN0039596, FBGN0010381, FBGN0002569, FBGN0040069, FBGN0002570	191	435	12980	1.7184810735993261	0.9999492439020996	0.40574469893774034	70.39229283771562
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	9	4.615384615384616	0.1084662771019822	FBGN0000071, FBGN0051004, FBGN0051956, FBGN0004842, FBGN0039596, FBGN0010381, FBGN0002569, FBGN0040069, FBGN0002570	36	419	2975	1.7750596658711215	0.9999769424528828	0.7367601479151795	71.54660532659204
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	13	6.666666666666667	0.7974515507557967	FBGN0000071, FBGN0050160, FBGN0033124, FBGN0051004, FBGN0051956, FBGN0028562, FBGN0004842, FBGN0039596, FBGN0043575, FBGN0052072, FBGN0051358, FBGN0024361, FBGN0052054	50	1382	4786	0.9004052098408104	1.0	0.9992425043361333	99.99982023247789
UP_SEQ_FEATURE	topological domain:Cytoplasmic	4	2.051282051282051	0.8615618513311067	FBGN0051004, FBGN0051956, FBGN0004842, FBGN0039596	36	394	2975	0.8389734912577551	1.0	0.9999999896800218	99.99999996028896
GOTERM_CC_FAT	GO:0016021~integral to membrane	12	6.153846153846154	0.8633966644861539	FBGN0050160, FBGN0033124, FBGN0051004, FBGN0051956, FBGN0028562, FBGN0004842, FBGN0039596, FBGN0043575, FBGN0024361, FBGN0052072, FBGN0052054, FBGN0051358	50	1360	4786	0.8445882352941176	1.0	0.9995372454011232	99.99999312226569
SP_PIR_KEYWORDS	transmembrane	10	5.128205128205128	0.9722767774242667	FBGN0050160, FBGN0033124, FBGN0051004, FBGN0036066, FBGN0051956, FBGN0028562, FBGN0004842, FBGN0039596, FBGN0024361, FBGN0052054	191	1039	12980	0.6540723309263337	1.0	0.9999966977506359	100.0
UP_SEQ_FEATURE	transmembrane region	4	2.051282051282051	0.9769103708770756	FBGN0051004, FBGN0051956, FBGN0004842, FBGN0039596	36	575	2975	0.5748792270531401	1.0	0.9999999999999855	100.0
SP_PIR_KEYWORDS	membrane	9	4.615384615384616	0.9952057342935484	FBGN0000071, FBGN0050160, FBGN0033124, FBGN0051004, FBGN0051956, FBGN0028562, FBGN0004842, FBGN0039596, FBGN0024361	191	1139	12980	0.536982472914148	1.0	0.9999999083376053	100.0

Annotation Cluster 14	Enrichment Score: 0.1631944539316783
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0016563~transcription activator activity	3	1.5384615384615385	0.2810764459295773	FBGN0032209, FBGN0015919, FBGN0015904	90	93	7918	2.837992831541219	1.0	0.9055327234009469	97.99224038716562
INTERPRO	IPR017970:Homeobox, conserved site	3	1.5384615384615385	0.35844624529308	FBGN0041156, FBGN0015919, FBGN0015904	133	97	10196	2.3709789938764434	1.0	0.9660140482522823	99.52971373607178
INTERPRO	IPR001356:Homeobox	3	1.5384615384615385	0.3817114758717778	FBGN0041156, FBGN0015919, FBGN0015904	133	102	10196	2.2547545333923042	1.0	0.9697036407532277	99.6989360871067
INTERPRO	IPR012287:Homeodomain-related	3	1.5384615384615385	0.4000679226772396	FBGN0041156, FBGN0015919, FBGN0015904	133	106	10196	2.169669456660519	1.0	0.97140024451054	99.7907770275655
SP_PIR_KEYWORDS	Homeobox	3	1.5384615384615385	0.4515870256658817	FBGN0041156, FBGN0015919, FBGN0015904	191	104	12980	1.9603302456705598	1.0	0.9095453530174666	99.85067845554319
GOTERM_MF_FAT	GO:0043565~sequence-specific DNA binding	4	2.051282051282051	0.48083694886680195	FBGN0041156, FBGN0038391, FBGN0015919, FBGN0015904	90	230	7918	1.530048309178744	1.0	0.9830202155296207	99.95750096497143
SMART	SM00389:HOX	3	1.5384615384615385	0.5214822686175324	FBGN0041156, FBGN0015919, FBGN0015904	83	102	4824	1.7094259390503188	0.9999999999999981	0.9663076765352988	99.9057117736686
GOTERM_MF_FAT	GO:0003700~transcription factor activity	5	2.564102564102564	0.6431612247058927	FBGN0041156, FBGN0032209, FBGN0038391, FBGN0015919, FBGN0015904	90	389	7918	1.1308197657812054	1.0	0.9978448413826576	99.99949883161494
GOTERM_MF_FAT	GO:0003702~RNA polymerase II transcription factor activity	3	1.5384615384615385	0.7902853903832541	FBGN0038391, FBGN0015919, FBGN0015904	90	257	7918	1.0269779507133592	1.0	0.9998142376165021	99.99999907501352
GOTERM_BP_FAT	GO:0048569~post-embryonic organ development	3	1.5384615384615385	0.8518427496897637	FBGN0032209, FBGN0015919, FBGN0015904	90	297	7937	0.8907968574635242	1.0	0.9999999872205944	99.99999999848608
GOTERM_BP_FAT	GO:0009791~post-embryonic development	4	2.051282051282051	0.8723339776813952	FBGN0032209, FBGN0000277, FBGN0000276, FBGN0015919, FBGN0015904	90	434	7937	0.8128008192524322	1.0	0.9999999937619545	99.99999999978291
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	5	2.564102564102564	0.9548903407970329	FBGN0041156, FBGN0032209, FBGN0038391, FBGN0015919, FBGN0015904	90	682	7918	0.6449983708048224	1.0	0.9999997687100687	99.99999999999999
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	3	1.5384615384615385	0.9626219362499311	FBGN0041156, FBGN0015919, FBGN0015904	90	442	7937	0.5985671191553544	1.0	0.9999999999837571	100.0
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	4	2.051282051282051	0.9722994554105632	FBGN0041156, FBGN0038391, FBGN0015919, FBGN0015904	90	612	7937	0.576397966594045	1.0	0.9999999999923951	100.0
GOTERM_BP_FAT	GO:0032989~cellular component morphogenesis	3	1.5384615384615385	0.9826663664245232	FBGN0041156, FBGN0015919, FBGN0015904	90	518	7937	0.5107464607464607	1.0	0.9999999999987716	100.0
GOTERM_BP_FAT	GO:0045449~regulation of transcription	5	2.564102564102564	0.9830677752094893	FBGN0041156, FBGN0032209, FBGN0038391, FBGN0015919, FBGN0015904	90	799	7937	0.5518703935474899	1.0	0.9999999999978735	100.0
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	4	2.051282051282051	0.9850211185501663	FBGN0041156, FBGN0038391, FBGN0015919, FBGN0015904	90	678	7937	0.5202884300229433	1.0	0.9999999999981056	100.0
SP_PIR_KEYWORDS	dna-binding	3	1.5384615384615385	0.9857172769840709	FBGN0041156, FBGN0015919, FBGN0015904	191	417	12980	0.4889073034765904	1.0	0.9999984120580737	100.0
GOTERM_MF_FAT	GO:0003677~DNA binding	5	2.564102564102564	0.9873770550162433	FBGN0041156, FBGN0032209, FBGN0038391, FBGN0015919, FBGN0015904	90	830	7918	0.5299866131191432	1.0	0.9999999991110733	100.0
SP_PIR_KEYWORDS	nucleus	3	1.5384615384615385	0.9999742861813342	FBGN0041156, FBGN0015919, FBGN0015904	191	869	12980	0.23460799257737425	1.0	0.9999999999997612	100.0

Annotation Cluster 15	Enrichment Score: 0.11542232849641036
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	3	1.5384615384615385	0.6084720246167843	FBGN0004842, FBGN0043575, FBGN0051358	50	198	4786	1.4503030303030302	0.9999999999898936	0.9982170100684101	99.95772245766763
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	3	1.5384615384615385	0.6167993822258426	FBGN0004842, FBGN0043575, FBGN0051358	50	201	4786	1.4286567164179103	0.9999999999943441	0.9943700896017058	99.96462001685879
GOTERM_CC_FAT	GO:0044459~plasma membrane part	3	1.5384615384615385	0.9283652579465536	FBGN0004842, FBGN0043575, FBGN0051358	50	405	4786	0.709037037037037	1.0	0.9998632137346629	99.99999996727374
GOTERM_CC_FAT	GO:0005886~plasma membrane	4	2.051282051282051	0.9913049177869904	FBGN0000071, FBGN0004842, FBGN0043575, FBGN0051358	50	781	4786	0.49024327784891164	1.0	0.9999993426130508	100.0

Annotation Cluster 16	Enrichment Score: 0.04001861671224441
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0009791~post-embryonic development	4	2.051282051282051	0.8723339776813952	FBGN0032209, FBGN0000277, FBGN0000276, FBGN0015919, FBGN0015904	90	434	7937	0.8128008192524322	1.0	0.9999999937619545	99.99999999978291
GOTERM_BP_FAT	GO:0048707~instar larval or pupal morphogenesis	3	1.5384615384615385	0.9064134690407375	FBGN0000277, FBGN0000276, FBGN0015919, FBGN0015904	90	347	7937	0.7624399615754083	1.0	0.9999999992364776	99.99999999999622
GOTERM_BP_FAT	GO:0009886~post-embryonic morphogenesis	3	1.5384615384615385	0.911539752714909	FBGN0000277, FBGN0000276, FBGN0015919, FBGN0015904	90	353	7937	0.749480642115203	1.0	0.9999999990512703	99.9999999999982
GOTERM_BP_FAT	GO:0007552~metamorphosis	3	1.5384615384615385	0.9187439516864073	FBGN0000277, FBGN0000276, FBGN0015919, FBGN0015904	90	362	7937	0.7308471454880294	1.0	0.9999999990830365	99.9999999999994
GOTERM_BP_FAT	GO:0002165~instar larval or pupal development	3	1.5384615384615385	0.9526374952570368	FBGN0000277, FBGN0000276, FBGN0015919, FBGN0015904	90	418	7937	0.6329346092503987	1.0	0.9999999999516446	100.0

